Name,Author,User Rating,Reviews,Year,Genre,Price
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,2018,Non Fiction,5.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,2018,Fiction,27.0
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,2018,Non Fiction,46.0
Ready Player One: A Novel,Ernest Cline,4.6,22536,2018,Fiction,12.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,2018,Non Fiction,20.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,2018,Non Fiction,6.0
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,2018,Non Fiction,16.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,2018,Non Fiction,8.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,2018,Non Fiction,6.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,2018,Non Fiction,6.0
The Hate U Give,Angie Thomas,4.8,9947,2018,Fiction,11.0
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,2018,Non Fiction,7.0
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,2018,Fiction,8.0
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,2018,Non Fiction,18.0
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,2018,Non Fiction,17.0
The Pout-Pout Fish,Deborah Diesen,4.8,9784,2018,Fiction,5.0
The President Is Missing: A Novel,James Patterson,4.3,10191,2018,Fiction,18.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,2018,Non Fiction,15.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,2018,Fiction,5.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,2018,Fiction,10.0
The Wonky Donkey,Craig Smith,4.8,30183,2018,Fiction,4.0
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,2018,Non Fiction,12.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,2018,Non Fiction,8.0
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,7665,2019,Non Fiction,12.0
Becoming,Michelle Obama,4.8,61133,2019,Non Fiction,11.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,2019,Fiction,5.0
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244,2019,Non Fiction,18.0
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7955,2019,Non Fiction,5.0
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,2019,Fiction,4.0
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,12619,2019,Fiction,8.0
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,9089,2019,Fiction,8.0
Educated: A Memoir,Tara Westover,4.7,28729,2019,Non Fiction,15.0
Giraffes Can't Dance,Giles Andreae,4.8,14038,2019,Fiction,4.0
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,2019,Non Fiction,12.0
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,2019,Non Fiction,12.0
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,2019,Non Fiction,6.0
Goodnight Moon,Margaret Wise Brown,4.8,8837,2019,Fiction,5.0
Guts,Raina Telgemeier,4.8,5476,2019,Non Fiction,7.0
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758,2019,Fiction,18.0
Howard Stern Comes Again,Howard Stern,4.3,5272,2019,Non Fiction,16.0
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,2019,Non Fiction,7.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,2019,Fiction,4.0
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,2019,Non Fiction,13.0
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,2019,Non Fiction,12.0
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,2019,Non Fiction,16.0
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,2019,Non Fiction,11.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,2019,Fiction,8.0
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,2019,Non Fiction,5.0
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,2019,Fiction,27.0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,2019,Non Fiction,20.0
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,2019,Non Fiction,6.0
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,2019,Fiction,6.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,2019,Non Fiction,8.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,2019,Non Fiction,12.0
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,2019,Non Fiction,6.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,2019,Non Fiction,6.0
The Guardians: A Novel,John Grisham,4.5,13609,2019,Fiction,14.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,2019,Non Fiction,11.0
The Mueller Report,The Washington Post,4.6,2744,2019,Non Fiction,12.0
The Silent Patient,Alex Michaelides,4.5,27536,2019,Fiction,14.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,2019,Non Fiction,15.0
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,2019,Non Fiction,10.0
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,2019,Non Fiction,10.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,2019,Fiction,5.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,2019,Fiction,10.0
The Wonky Donkey,Craig Smith,4.8,30183,2019,Fiction,4.0
To Kill a Mockingbird,Harper Lee,4.8,26234,2019,Fiction,7.0
Unfreedom of the Press,Mark R. Levin,4.9,5956,2019,Non Fiction,11.0
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,2019,Non Fiction,4.0
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,2019,Fiction,13.0
Where the Crawdads Sing,Delia Owens,4.8,87841,2019,Fiction,15.0
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,2019,Fiction,8.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,2019,Non Fiction,8.0
A Promised Land,Barack Obama,4.9,121109,2020,Non Fiction,16.0
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,4.6,66795,2020,Fiction,14.0
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,2020,Non Fiction,12.0
Becoming,Michelle Obama,4.8,118767,2020,Non Fiction,21.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,2020,Fiction,5.0
Burn After Writing,Sharon Jones,4.6,36689,2020,Non Fiction,7.0
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38318,2020,Non Fiction,15.0
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,30145,2020,Fiction,5.0
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,4.9,41021,2020,Fiction,6.0
Educated: A Memoir,Tara Westover,4.7,61064,2020,Non Fiction,13.0
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,19558,2020,Non Fiction,14.0
Giraffes Can't Dance,Giles Andreae,4.8,27722,2020,Fiction,6.0
Greenlights,Matthew McConaughey,4.7,52217,2020,Non Fiction,16.0
How to Be an Antiracist,Ibram X. Kendi,4.7,24386,2020,Non Fiction,17.0
How to Catch a Mermaid,Adam Wallace,4.8,26660,2020,Fiction,5.0
How to Catch a Unicorn,Adam Wallace,4.8,29902,2020,Fiction,5.0
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,19138,2020,Non Fiction,5.0
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,2020,Non Fiction,7.0
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,2020,Fiction,4.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63659,2020,Fiction,4.0
Little Fires Everywhere: A Novel,Celeste Ng,4.5,53363,2020,Fiction,10.0
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,23944,2020,Non Fiction,13.0
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,24352,2020,Non Fiction,17.0
Midnight Sun,Stephenie Meyer,4.8,79334,2020,Fiction,14.0
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,16097,2020,Non Fiction,19.0
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,2020,Non Fiction,5.0
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,17639,2020,Non Fiction,7.0
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,2020,Non Fiction,8.0
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,39234,2020,Non Fiction,10.0
Rage,Bob Woodward,4.6,33469,2020,Non Fiction,8.0
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,2020,Non Fiction,6.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,2020,Non Fiction,8.0
The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,43745,2020,Fiction,14.0
The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,18142,2020,Non Fiction,6.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,2020,Non Fiction,11.0
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,2020,Fiction,10.0
The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,38674,2020,Fiction,7.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,2020,Non Fiction,8.0
The Room Where It Happened: A White House Memoir,John Bolton,4.3,49087,2020,Non Fiction,13.0
The Silent Patient,Alex Michaelides,4.5,102544,2020,Fiction,20.0
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,26537,2020,Non Fiction,17.0
The Vanishing Half: A Novel,Brit Bennett,4.4,83490,2020,Fiction,13.0
The Very Hungry Caterpillar,Eric Carle,4.9,47260,2020,Fiction,5.0
The Wonky Donkey,Craig Smith,4.8,68099,2020,Fiction,5.0
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,100534,2020,Non Fiction,10.0
Untamed,Glennon Doyle,4.6,49978,2020,Non Fiction,16.0
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,35772,2020,Fiction,12.0
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,20918,2020,Fiction,14.0
Where the Crawdads Sing,Delia Owens,4.8,208915,2020,Fiction,12.0
White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,38798,2020,Non Fiction,8.0
1984,George Orwell,4.7,60381,2021,Fiction,7.0
American Marxism,Mark R. Levin,4.9,29510,2021,Non Fiction,14.0
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556,2021,Non Fiction,18.0
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,2021,Non Fiction,12.0
Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,4.9,12259,2021,Fiction,7.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,2021,Fiction,5.0
Burn After Writing (Pink),Sharon Jones,4.6,23145,2021,Non Fiction,7.0
Call Us What We Carry: Poems,Amanda Gorman,4.9,2873,2021,Fiction,14.0
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38319,2021,Non Fiction,15.0
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8,30513,2021,Non Fiction,9.0
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,4.9,18740,2021,Fiction,7.0
"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7,52262,2021,Fiction,12.0
Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,4.7,35580,2021,Fiction,20.0
Greenlights,Matthew McConaughey,4.7,52217,2021,Non Fiction,16.0
Grumpy Monkey,Suzanne Lang,4.8,20714,2021,Fiction,7.0
How to Catch a Mermaid,Adam Wallace,4.8,26660,2021,Fiction,5.0
How to Win Friends & Influence People,Dale Carnegie,4.7,61283,2021,Non Fiction,11.0
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,2021,Non Fiction,7.0
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,2021,Fiction,4.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658,2021,Fiction,4.0
It Ends with Us: A Novel (1),Colleen Hoover,4.7,76135,2021,Fiction,11.0
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,2021,Non Fiction,5.0
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,39852,2021,Non Fiction,16.0
"Oh, the Places You'll Go!  ",Dr. Seuss,4.9,35287,2021,Fiction,9.0
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,2021,Non Fiction,8.0
Peril,Bob Woodward,4.6,16861,2021,Non Fiction,15.0
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,4.8,25374,2021,Non Fiction,21.0
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078,2021,Non Fiction,13.0
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,2021,Non Fiction,6.0
"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,4.7,11921,2021,Non Fiction,10.0
The 48 Laws of Power,Robert Greene,4.7,38568,2021,Non Fiction,12.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,2021,Non Fiction,8.0
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252,2021,Fiction,9.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,2021,Non Fiction,11.0
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,2021,Fiction,10.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,2021,Non Fiction,8.0
The Four Winds: A Novel,Kristin Hannah,4.5,96810,2021,Fiction,14.0
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,14385,2021,Fiction,10.0
The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903,2021,Fiction,14.0
The Midnight Library: A Novel,Matt Haig,4.3,144313,2021,Fiction,13.0
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575,2021,Non Fiction,20.0
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969,2021,Fiction,9.0
The Song of Achilles: A Novel,Madeline Miller,4.7,38186,2021,Fiction,10.0
The Storyteller: Tales of Life and Music,Dave Grohl,4.8,14463,2021,Non Fiction,18.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073,2021,Non Fiction,14.0
The Very Hungry Caterpillar,Eric Carle,4.9,47260,2021,Fiction,5.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920,2021,Fiction,9.0
They Both Die at the End,Adam Silvera,4.7,22602,2021,Fiction,8.0
Untamed,Glennon Doyle,4.6,49978,2021,Non Fiction,16.0
We Were Liars,E. Lockhart,4.5,34117,2021,Fiction,6.0
Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4,29402,2022,Non Fiction,11.0
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556,2022,Non Fiction,18.0
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73215,2022,Non Fiction,12.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,2022,Fiction,5.0
Burn After Writing (Pink),Sharon Jones,4.6,23146,2022,Non Fiction,7.0
"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,4.8,23735,2022,Non Fiction,13.0
House of Sky and Breath (Crescent City),Sarah J. Maas,4.8,14327,2022,Fiction,18.0
How to Catch a Leprechaun,Adam Wallace,4.8,6020,2022,Fiction,10.0
How to Win Friends & Influence People,Dale Carnegie,4.7,61283,2022,Non Fiction,11.0
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,2022,Fiction,4.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658,2022,Fiction,4.0
It Ends with Us: A Novel (1),Colleen Hoover,4.7,76137,2022,Fiction,11.0
Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,Tony Robbins,4.5,1213,2022,Non Fiction,20.0
Little Blue Truck's Valentine,Alice Schertle,4.9,6959,2022,Fiction,11.0
Llama Llama I Love You,Anna Dewdney,4.8,9361,2022,Fiction,5.0
Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,4.7,2438,2022,Fiction,14.0
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,2022,Non Fiction,5.0
My Little Golden Book About Betty White,Deborah Hopkinson,4.9,4910,2022,Non Fiction,6.0
November 9: A Novel,Colleen Hoover,4.7,17592,2022,Fiction,13.0
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,4.5,1685,2022,Non Fiction,21.0
Rand McNally 2022 Large Scale Road Atlas,Rand McNally,4.7,10404,2022,Non Fiction,17.0
Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,4.8,3366,2022,Non Fiction,18.0
Reminders of Him: A Novel,Colleen Hoover,4.7,56049,2022,Fiction,13.0
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078,2022,Non Fiction,7.0
"Run, Rose, Run: A Novel",James Patterson,4.5,4828,2022,Fiction,18.0
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,2022,Non Fiction,6.0
The 1619 Project: A New Origin Story,Nikole Hannah-Jones,4.8,6657,2022,Non Fiction,23.0
The 48 Laws of Power,Robert Greene,4.7,38568,2022,Non Fiction,12.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62462,2022,Non Fiction,8.0
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252,2022,Fiction,9.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,2022,Non Fiction,11.0
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,2022,Fiction,10.0
The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,4.8,5349,2022,Fiction,32.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,2022,Non Fiction,8.0
The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,4.7,3098,2022,Non Fiction,18.0
The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903,2022,Fiction,14.0
The Lincoln Highway: A Novel,Amor Towles,4.4,38675,2022,Fiction,18.0
The Love Hypothesis,Ali Hazelwood,4.6,24858,2022,Fiction,11.0
The Maid: A Novel,Nita Prose,4.3,17988,2022,Fiction,17.0
The Midnight Library: A Novel,Matt Haig,4.3,144314,2022,Fiction,13.0
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575,2022,Non Fiction,20.0
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969,2022,Fiction,9.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073,2022,Non Fiction,14.0
The Very Hungry Caterpillar,Eric Carle,4.9,47260,2022,Fiction,5.0
"The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond",Stephen Perrine,4.2,206,2022,Non Fiction,20.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920,2022,Fiction,9.0
Ugly Love: A Novel,Colleen Hoover,4.7,33929,2022,Fiction,10.0
Verity,Colleen Hoover,4.6,71826,2022,Fiction,11.0
What to Expect When You're Expecting,Heidi Murkoff,4.8,27052,2022,Non Fiction,13.0
Where the Crawdads Sing,Delia Owens,4.8,208917,2022,Fiction,10.0
